850nm,640nm,940nm,580nm
1.01647e+06,-1.03564e+06,760212,-1.4321e+06
1.01716e+06,-1.03688e+06,760185,-1.43103e+06
1.01764e+06,-1.03641e+06,758885,-1.43069e+06
1.0171e+06,-1.03695e+06,757871,-1.43211e+06
1.01712e+06,-1.03808e+06,756134,-1.43101e+06
1.01693e+06,-1.03849e+06,755008,-1.43206e+06
1.01772e+06,-1.03908e+06,753925,-1.43154e+06
1.01808e+06,-1.04042e+06,752805,-1.43043e+06
1.01755e+06,-1.04096e+06,751256,-1.431e+06
1.01789e+06,-1.04092e+06,750744,-1.4311e+06
1.01764e+06,-1.04073e+06,750439,-1.43059e+06
1.01801e+06,-1.04105e+06,750047,-1.43056e+06
1.01852e+06,-1.04211e+06,748755,-1.43073e+06
1.01788e+06,-1.04264e+06,748224,-1.43085e+06
1.01806e+06,-1.04249e+06,748285,-1.43103e+06
1.0185e+06,-1.04173e+06,748117,-1.43075e+06
1.01846e+06,-1.04189e+06,747239,-1.43063e+06
1.01861e+06,-1.04282e+06,746492,-1.42991e+06
1.01901e+06,-1.0426e+06,746776,-1.42988e+06
1.01938e+06,-1.04292e+06,747038,-1.42941e+06
1.01876e+06,-1.0419e+06,746848,-1.43055e+06
1.01849e+06,-1.04089e+06,749427,-1.42983e+06
1.01843e+06,-1.03754e+06,755181,-1.43054e+06
1.01797e+06,-1.03296e+06,763060,-1.42969e+06
1.01736e+06,-1.02646e+06,773159,-1.43037e+06
1.01688e+06,-1.02185e+06,780818,-1.42988e+06
1.01618e+06,-1.01836e+06,786900,-1.42997e+06
1.01599e+06,-1.01752e+06,789237,-1.43076e+06
1.01626e+06,-1.01899e+06,788111,-1.43036e+06
1.01611e+06,-1.02055e+06,785286,-1.43085e+06
1.01573e+06,-1.02325e+06,782432,-1.43108e+06
1.0163e+06,-1.02472e+06,778687,-1.43171e+06
1.01684e+06,-1.02726e+06,776511,-1.43059e+06
1.01685e+06,-1.02834e+06,773915,-1.43093e+06
1.01678e+06,-1.02954e+06,771887,-1.43144e+06
1.01685e+06,-1.03096e+06,768838,-1.43198e+06
1.01719e+06,-1.03279e+06,766493,-1.4318e+06
1.01756e+06,-1.03484e+06,764248,-1.43158e+06
1.01721e+06,-1.03484e+06,762793,-1.43205e+06
1.01763e+06,-1.03506e+06,762349,-1.43088e+06
1.01776e+06,-1.03463e+06,762923,-1.43146e+06
1.01764e+06,-1.03493e+06,762978,-1.43093e+06
1.01733e+06,-1.03458e+06,763518,-1.43082e+06
1.01765e+06,-1.03354e+06,764954,-1.43164e+06
1.01781e+06,-1.03307e+06,765227,-1.4306e+06
1.01751e+06,-1.03349e+06,764874,-1.43172e+06
1.01744e+06,-1.03382e+06,764241,-1.43172e+06
1.01845e+06,-1.03495e+06,763318,-1.43072e+06
1.01824e+06,-1.03519e+06,762508,-1.43072e+06
1.01832e+06,-1.03543e+06,761238,-1.43145e+06
1.01834e+06,-1.03602e+06,760174,-1.43146e+06
1.01833e+06,-1.03649e+06,759675,-1.4308e+06
1.01879e+06,-1.03647e+06,758485,-1.43062e+06
1.01923e+06,-1.03802e+06,757080,-1.43058e+06
1.01941e+06,-1.0381e+06,755685,-1.43078e+06
1.01888e+06,-1.03848e+06,755126,-1.43029e+06
1.01997e+06,-1.03899e+06,755137,-1.42997e+06
1.02013e+06,-1.03838e+06,754767,-1.42988e+06
1.01927e+06,-1.039e+06,753957,-1.43071e+06
1.01986e+06,-1.03925e+06,753492,-1.42987e+06
1.02036e+06,-1.03971e+06,753349,-1.42976e+06
1.02001e+06,-1.03945e+06,752978,-1.42965e+06
1.02038e+06,-1.04033e+06,752208,-1.42957e+06
1.02044e+06,-1.03983e+06,752174,-1.42953e+06
1.02029e+06,-1.03931e+06,752617,-1.42937e+06
1.0205e+06,-1.03814e+06,754268,-1.4292e+06
1.02017e+06,-1.03682e+06,758276,-1.42931e+06
1.01972e+06,-1.03293e+06,764648,-1.42927e+06
1.01989e+06,-1.02732e+06,773388,-1.42907e+06
1.01877e+06,-1.02049e+06,783882,-1.42996e+06
1.0187e+06,-1.01721e+06,790285,-1.42936e+06
1.01736e+06,-1.01439e+06,794295,-1.43047e+06
1.01748e+06,-1.01442e+06,794764,-1.4299e+06
1.01804e+06,-1.01599e+06,792723,-1.42994e+06
1.01841e+06,-1.01804e+06,789891,-1.43101e+06
1.01742e+06,-1.02021e+06,786915,-1.43062e+06
1.01809e+06,-1.02263e+06,784130,-1.43095e+06
1.01829e+06,-1.02361e+06,781489,-1.43118e+06
1.01843e+06,-1.02524e+06,779318,-1.43022e+06
1.01883e+06,-1.02712e+06,776270,-1.43035e+06
1.01855e+06,-1.02901e+06,773545,-1.43049e+06
1.01939e+06,-1.03076e+06,771000,-1.43049e+06
1.0193e+06,-1.03189e+06,769373,-1.43038e+06
1.01978e+06,-1.03306e+06,767882,-1.43039e+06
1.01925e+06,-1.03287e+06,767361,-1.43075e+06
1.01934e+06,-1.03298e+06,767641,-1.4307e+06
1.02006e+06,-1.03263e+06,768170,-1.42983e+06
1.01902e+06,-1.03166e+06,768491,-1.42999e+06
1.01969e+06,-1.03203e+06,769051,-1.43027e+06
1.01996e+06,-1.03122e+06,769242,-1.43009e+06
1.02018e+06,-1.03108e+06,769283,-1.42989e+06
1.01948e+06,-1.03209e+06,768929,-1.43013e+06
1.01934e+06,-1.03222e+06,767799,-1.43067e+06
1.01964e+06,-1.0335e+06,766301,-1.43029e+06
1.02038e+06,-1.03354e+06,764836,-1.43039e+06
1.02019e+06,-1.03409e+06,763581,-1.43074e+06
1.01996e+06,-1.03577e+06,762200,-1.43019e+06
1.01991e+06,-1.03564e+06,761628,-1.43007e+06
1.02101e+06,-1.03572e+06,760233,-1.4296e+06
1.02138e+06,-1.03625e+06,759515,-1.43033e+06
1.02055e+06,-1.03672e+06,758634,-1.43047e+06
1.02039e+06,-1.03737e+06,757728,-1.42995e+06
1.02099e+06,-1.0376e+06,757619,-1.4294e+06
1.02161e+06,-1.03729e+06,757002,-1.42898e+06
1.02142e+06,-1.03809e+06,756192,-1.42915e+06
1.02119e+06,-1.03821e+06,755324,-1.43029e+06
1.02142e+06,-1.0389e+06,755377,-1.42913e+06
1.0216e+06,-1.0381e+06,755249,-1.42895e+06
1.02124e+06,-1.03925e+06,754230,-1.42886e+06
1.02164e+06,-1.03919e+06,754313,-1.42894e+06
1.02128e+06,-1.03749e+06,756426,-1.42903e+06
1.02145e+06,-1.03401e+06,762226,-1.42866e+06
1.02142e+06,-1.02979e+06,769360,-1.42842e+06
1.02001e+06,-1.02371e+06,779176,-1.42877e+06
1.01932e+06,-1.01818e+06,787557,-1.42871e+06
1.01908e+06,-1.01461e+06,793844,-1.42861e+06
1.01862e+06,-1.01323e+06,796284,-1.43014e+06
1.01813e+06,-1.01425e+06,795203,-1.43037e+06
1.01828e+06,-1.01707e+06,792655,-1.42991e+06
1.01933e+06,-1.01817e+06,790151,-1.4295e+06
1.01873e+06,-1.02028e+06,786544,-1.43032e+06
1.01855e+06,-1.02365e+06,783131,-1.43093e+06
1.01838e+06,-1.02505e+06,780587,-1.43046e+06
1.01915e+06,-1.02573e+06,778285,-1.431e+06
1.01909e+06,-1.02821e+06,775690,-1.43011e+06
1.01951e+06,-1.02948e+06,772463,-1.43129e+06
1.01916e+06,-1.03101e+06,769733,-1.43127e+06
1.01978e+06,-1.03298e+06,768752,-1.43051e+06
1.01963e+06,-1.03261e+06,767460,-1.43119e+06
1.01971e+06,-1.03284e+06,766666,-1.43038e+06
1.01962e+06,-1.0332e+06,766538,-1.43029e+06
1.01924e+06,-1.03263e+06,766809,-1.42993e+06
1.02013e+06,-1.03198e+06,768170,-1.42966e+06
1.0195e+06,-1.03164e+06,768487,-1.43107e+06
1.01903e+06,-1.03238e+06,767604,-1.4312e+06
1.01913e+06,-1.03275e+06,767095,-1.43125e+06
1.01952e+06,-1.03364e+06,766654,-1.43081e+06
1.01963e+06,-1.03362e+06,764900,-1.42993e+06
1.01913e+06,-1.03442e+06,763915,-1.43048e+06
1.01925e+06,-1.03593e+06,762189,-1.4312e+06
1.0196e+06,-1.03564e+06,761448,-1.43019e+06
1.0203e+06,-1.03707e+06,759769,-1.43001e+06
1.02028e+06,-1.03764e+06,758286,-1.4299e+06
1.01958e+06,-1.03858e+06,757192,-1.43001e+06
1.01991e+06,-1.03838e+06,755789,-1.42992e+06
1.02016e+06,-1.0383e+06,755914,-1.43024e+06
1.0202e+06,-1.03863e+06,754765,-1.43002e+06
1.02009e+06,-1.04008e+06,753857,-1.42977e+06
1.0202e+06,-1.03961e+06,753144,-1.4292e+06
1.02068e+06,-1.04055e+06,753055,-1.42905e+06
1.02036e+06,-1.04008e+06,752251,-1.42999e+06
1.0201e+06,-1.04054e+06,751300,-1.43048e+06
1.02072e+06,-1.04095e+06,750784,-1.42947e+06
1.02084e+06,-1.04056e+06,750996,-1.42947e+06
1.02059e+06,-1.04051e+06,750463,-1.42936e+06
1.02051e+06,-1.03993e+06,752031,-1.42921e+06
1.01987e+06,-1.0366e+06,757952,-1.42987e+06
1.01964e+06,-1.03188e+06,765486,-1.42953e+06
1.01903e+06,-1.02613e+06,774876,-1.42957e+06
1.01807e+06,-1.02061e+06,783857,-1.43037e+06
1.0175e+06,-1.01762e+06,789048,-1.43042e+06
1.01692e+06,-1.01688e+06,791994,-1.43008e+06
1.01704e+06,-1.01742e+06,791484,-1.42989e+06
1.01733e+06,-1.01974e+06,788316,-1.42999e+06
1.01683e+06,-1.02224e+06,785292,-1.43049e+06
1.01739e+06,-1.02366e+06,781379,-1.43052e+06
1.01768e+06,-1.02606e+06,778896,-1.43052e+06
1.01743e+06,-1.02838e+06,775614,-1.43052e+06
1.01729e+06,-1.02935e+06,773024,-1.43072e+06
1.01821e+06,-1.03152e+06,770300,-1.43052e+06
1.01799e+06,-1.03344e+06,767752,-1.43065e+06
1.01773e+06,-1.03402e+06,765384,-1.43155e+06
1.01805e+06,-1.03496e+06,763236,-1.43168e+06
1.01862e+06,-1.03557e+06,762373,-1.4304e+06
1.01838e+06,-1.03551e+06,761871,-1.43045e+06
1.01841e+06,-1.0356e+06,761594,-1.43048e+06
1.01821e+06,-1.03612e+06,761767,-1.43042e+06
1.01814e+06,-1.03471e+06,762802,-1.43072e+06
1.01816e+06,-1.03446e+06,763782,-1.43034e+06
1.01786e+06,-1.03491e+06,763450,-1.43136e+06
1.01764e+06,-1.0348e+06,762605,-1.43064e+06
1.01786e+06,-1.03562e+06,761697,-1.43052e+06
1.01817e+06,-1.03571e+06,761151,-1.43113e+06
1.01868e+06,-1.03697e+06,760140,-1.43041e+06
1.01824e+06,-1.03742e+06,758390,-1.43025e+06
1.01801e+06,-1.0381e+06,756407,-1.43142e+06
1.01861e+06,-1.03833e+06,755592,-1.43112e+06
1.01872e+06,-1.03879e+06,754601,-1.42998e+06
1.01864e+06,-1.04023e+06,753562,-1.43029e+06
1.01843e+06,-1.04004e+06,752854,-1.43095e+06
1.01862e+06,-1.04038e+06,753002,-1.43002e+06
1.01949e+06,-1.04049e+06,751745,-1.42944e+06
1.01945e+06,-1.04141e+06,750824,-1.42991e+06
1.01858e+06,-1.04191e+06,750710,-1.43021e+06
1.01926e+06,-1.04143e+06,750354,-1.43042e+06
1.01965e+06,-1.04119e+06,750190,-1.42912e+06
1.01929e+06,-1.04143e+06,749057,-1.43029e+06
1.01917e+06,-1.04204e+06,748568,-1.42972e+06
1.01928e+06,-1.04183e+06,748738,-1.42955e+06
1.01966e+06,-1.04127e+06,749476,-1.42974e+06
1.01993e+06,-1.03991e+06,752253,-1.42878e+06
1.01952e+06,-1.03826e+06,756915,-1.42904e+06
1.01841e+06,-1.03247e+06,765401,-1.43014e+06
1.01777e+06,-1.02628e+06,775055,-1.42976e+06
1.01753e+06,-1.02054e+06,784596,-1.42974e+06
1.01707e+06,-1.01808e+06,788856,-1.42945e+06
1.01609e+06,-1.01709e+06,791110,-1.4306e+06
1.01667e+06,-1.01842e+06,790814,-1.43027e+06
1.01669e+06,-1.01938e+06,787741,-1.42951e+06
1.01694e+06,-1.02286e+06,784226,-1.43044e+06
1.01637e+06,-1.02516e+06,780913,-1.43062e+06
1.01682e+06,-1.02692e+06,777978,-1.4308e+06
1.01778e+06,-1.02771e+06,775724,-1.42989e+06
1.01769e+06,-1.0296e+06,772888,-1.42982e+06
1.0177e+06,-1.03183e+06,770368,-1.43031e+06
1.01801e+06,-1.0328e+06,767731,-1.4304e+06
1.01859e+06,-1.03358e+06,766097,-1.42993e+06
1.01823e+06,-1.03516e+06,764627,-1.42988e+06
1.0183e+06,-1.03557e+06,763473,-1.43009e+06
1.01829e+06,-1.03473e+06,763706,-1.43022e+06
1.01827e+06,-1.0339e+06,764885,-1.43055e+06
1.01866e+06,-1.03424e+06,765621,-1.4294e+06
1.018e+06,-1.0333e+06,765585,-1.43097e+06
1.01806e+06,-1.03286e+06,766278,-1.43054e+06
1.01872e+06,-1.03292e+06,767071,-1.42934e+06
1.01835e+06,-1.03256e+06,766355,-1.43036e+06
1.01842e+06,-1.03349e+06,765327,-1.43032e+06
1.01832e+06,-1.03416e+06,764139,-1.4307e+06
1.01871e+06,-1.03471e+06,763552,-1.42928e+06
1.01896e+06,-1.03475e+06,762247,-1.43002e+06
1.01925e+06,-1.03588e+06,760959,-1.42979e+06
1.01875e+06,-1.03755e+06,759448,-1.42978e+06
1.01912e+06,-1.0378e+06,758325,-1.42924e+06
1.01962e+06,-1.03693e+06,757785,-1.42905e+06
1.02013e+06,-1.03782e+06,757444,-1.42924e+06
1.01927e+06,-1.0382e+06,756752,-1.43012e+06
1.02011e+06,-1.03857e+06,755902,-1.4291e+06
1.02027e+06,-1.03872e+06,755878,-1.42941e+06
1.02017e+06,-1.03931e+06,755211,-1.42867e+06
1.02031e+06,-1.04002e+06,754345,-1.42873e+06
1.02063e+06,-1.03917e+06,754034,-1.42879e+06
1.02056e+06,-1.03948e+06,754278,-1.42909e+06
1.02105e+06,-1.03965e+06,753516,-1.42786e+06
1.02094e+06,-1.03933e+06,754018,-1.42818e+06
1.02047e+06,-1.0371e+06,757613,-1.42872e+06
1.02025e+06,-1.03266e+06,763977,-1.42768e+06
1.01969e+06,-1.02868e+06,773694,-1.42778e+06
1.01935e+06,-1.0214e+06,781647,-1.42912e+06
1.01836e+06,-1.01737e+06,790134,-1.42812e+06
1.01814e+06,-1.01449e+06,794913,-1.428e+06
1.01757e+06,-1.01358e+06,796263,-1.4284e+06
1.0173e+06,-1.01523e+06,794378,-1.42958e+06
1.01733e+06,-1.01805e+06,791710,-1.42938e+06
1.01756e+06,-1.01965e+06,788244,-1.42867e+06
1.0187e+06,-1.02189e+06,785493,-1.42858e+06
1.01852e+06,-1.02445e+06,782266,-1.42948e+06
1.01825e+06,-1.02571e+06,779587,-1.42914e+06
1.0188e+06,-1.02722e+06,777111,-1.42924e+06
1.01869e+06,-1.02806e+06,774895,-1.42968e+06
1.01896e+06,-1.03005e+06,771834,-1.42978e+06
1.0189e+06,-1.03221e+06,770269,-1.42999e+06
1.01928e+06,-1.03236e+06,768464,-1.42887e+06
1.01994e+06,-1.03263e+06,767914,-1.42946e+06
1.01975e+06,-1.03311e+06,768031,-1.42867e+06
1.01948e+06,-1.03238e+06,768089,-1.42898e+06
1.01928e+06,-1.03287e+06,768986,-1.42899e+06
1.02008e+06,-1.03179e+06,769454,-1.42818e+06
1.01952e+06,-1.03166e+06,769644,-1.4283e+06
1.01918e+06,-1.03164e+06,769215,-1.42935e+06
1.01998e+06,-1.0323e+06,768533,-1.42861e+06
1.01943e+06,-1.03263e+06,767780,-1.42826e+06
1.01974e+06,-1.03314e+06,766536,-1.42904e+06
1.01988e+06,-1.03385e+06,764999,-1.42825e+06
1.01962e+06,-1.0345e+06,763888,-1.42951e+06
1.01985e+06,-1.03474e+06,763145,-1.42921e+06
1.02067e+06,-1.03605e+06,762059,-1.42773e+06
1.02065e+06,-1.03653e+06,760637,-1.42784e+06
1.02057e+06,-1.03774e+06,758940,-1.428e+06
1.02033e+06,-1.03719e+06,758438,-1.42898e+06
1.02102e+06,-1.03746e+06,758165,-1.42806e+06
1.02026e+06,-1.03794e+06,757529,-1.4286e+06
1.02036e+06,-1.03825e+06,756350,-1.42782e+06
1.02097e+06,-1.03914e+06,755846,-1.42762e+06
1.02073e+06,-1.03973e+06,755051,-1.42825e+06
1.02106e+06,-1.04003e+06,754016,-1.42741e+06
1.02058e+06,-1.03961e+06,754162,-1.42795e+06
1.02076e+06,-1.0392e+06,753778,-1.42828e+06
1.02105e+06,-1.03851e+06,755288,-1.42793e+06
1.02102e+06,-1.03702e+06,757924,-1.42748e+06
1.02067e+06,-1.03423e+06,764608,-1.42689e+06
1.01962e+06,-1.02877e+06,772869,-1.42691e+06
1.01989e+06,-1.02164e+06,783428,-1.42777e+06
1.01917e+06,-1.01666e+06,790426,-1.42703e+06
1.01769e+06,-1.01439e+06,794879,-1.42825e+06
1.01719e+06,-1.01445e+06,796028,-1.42854e+06
1.01754e+06,-1.01598e+06,795024,-1.42779e+06
1.01784e+06,-1.01752e+06,791914,-1.42771e+06
1.01759e+06,-1.01991e+06,788069,-1.42877e+06
1.01762e+06,-1.02249e+06,784365,-1.42827e+06
1.01851e+06,-1.02413e+06,781876,-1.42806e+06
1.01862e+06,-1.02564e+06,779186,-1.42821e+06
1.0183e+06,-1.0275e+06,776622,-1.42817e+06
1.0187e+06,-1.03027e+06,773363,-1.42935e+06
1.01853e+06,-1.03138e+06,771183,-1.42899e+06
1.01943e+06,-1.03272e+06,768603,-1.42802e+06
1.01912e+06,-1.03371e+06,767268,-1.42799e+06
1.01859e+06,-1.03375e+06,766248,-1.42917e+06
1.01849e+06,-1.03362e+06,766074,-1.42844e+06
1.019e+06,-1.03342e+06,766303,-1.4288e+06
1.01889e+06,-1.03369e+06,766893,-1.42799e+06
1.01838e+06,-1.03313e+06,767035,-1.42902e+06
1.01839e+06,-1.03307e+06,767073,-1.42824e+06
1.01868e+06,-1.03275e+06,767263,-1.42878e+06
1.01873e+06,-1.03314e+06,766884,-1.42768e+06
1.01877e+06,-1.03486e+06,765192,-1.42808e+06
1.01888e+06,-1.03552e+06,763763,-1.42831e+06
1.01908e+06,-1.03525e+06,762690,-1.42773e+06
1.01905e+06,-1.03647e+06,762138,-1.42856e+06
1.01897e+06,-1.03677e+06,760165,-1.42874e+06
1.01858e+06,-1.03812e+06,758856,-1.42921e+06
1.01929e+06,-1.03825e+06,757867,-1.42739e+06
1.01922e+06,-1.03813e+06,757092,-1.42814e+06
1.01923e+06,-1.03843e+06,756104,-1.428e+06
1.01895e+06,-1.03978e+06,755520,-1.42791e+06
1.01924e+06,-1.03949e+06,754765,-1.42745e+06
1.01954e+06,-1.0401e+06,753993,-1.42797e+06
1.01961e+06,-1.04048e+06,753442,-1.42725e+06
1.01987e+06,-1.0408e+06,752075,-1.42733e+06
1.01944e+06,-1.04107e+06,751308,-1.42751e+06
1.01966e+06,-1.04047e+06,751717,-1.4268e+06
1.01988e+06,-1.04059e+06,751828,-1.42761e+06
1.02025e+06,-1.04038e+06,751869,-1.42771e+06
1.01942e+06,-1.03851e+06,754910,-1.42782e+06
1.01923e+06,-1.03477e+06,761383,-1.4265e+06
1.01893e+06,-1.03103e+06,769663,-1.42651e+06
1.01798e+06,-1.02405e+06,779419,-1.42687e+06
1.01755e+06,-1.01967e+06,786128,-1.42725e+06
1.01708e+06,-1.01752e+06,791448,-1.42714e+06
1.01668e+06,-1.01656e+06,792350,-1.42781e+06
1.01673e+06,-1.01878e+06,790070,-1.42742e+06
1.01671e+06,-1.02132e+06,786892,-1.42803e+06
1.01662e+06,-1.02356e+06,783358,-1.42788e+06
1.01703e+06,-1.02447e+06,780903,-1.42754e+06
1.01687e+06,-1.02697e+06,777531,-1.42778e+06
1.01702e+06,-1.02874e+06,774344,-1.42871e+06
1.01731e+06,-1.03041e+06,771339,-1.42905e+06
1.01751e+06,-1.0325e+06,769365,-1.42781e+06
1.0178e+06,-1.03387e+06,766263,-1.42785e+06
1.0177e+06,-1.03584e+06,764109,-1.42847e+06
1.01794e+06,-1.03581e+06,762620,-1.42795e+06
1.01772e+06,-1.03598e+06,762166,-1.4279e+06
1.01777e+06,-1.03594e+06,761979,-1.42785e+06
1.01755e+06,-1.03548e+06,762420,-1.42794e+06
1.01755e+06,-1.03554e+06,762789,-1.42872e+06
1.01738e+06,-1.0355e+06,763770,-1.42788e+06
1.01761e+06,-1.03509e+06,763734,-1.42785e+06
1.01754e+06,-1.03571e+06,763196,-1.42765e+06
1.01732e+06,-1.03516e+06,762793,-1.4284e+06
1.01776e+06,-1.03622e+06,762185,-1.42767e+06
1.01794e+06,-1.0361e+06,761069,-1.42929e+06
1.0179e+06,-1.03775e+06,759530,-1.4279e+06
1.01748e+06,-1.03842e+06,757800,-1.42879e+06
1.01838e+06,-1.03834e+06,756968,-1.42758e+06
1.0187e+06,-1.03923e+06,756181,-1.42738e+06
1.01846e+06,-1.03951e+06,754936,-1.42732e+06
1.01847e+06,-1.0402e+06,753696,-1.42786e+06
1.01836e+06,-1.04018e+06,752799,-1.42765e+06
1.01842e+06,-1.04053e+06,751850,-1.42731e+06
1.01847e+06,-1.04094e+06,751472,-1.428e+06
1.0185e+06,-1.04141e+06,750983,-1.42762e+06
1.01919e+06,-1.0412e+06,750280,-1.42732e+06
1.01927e+06,-1.04218e+06,749821,-1.42688e+06
1.01886e+06,-1.04209e+06,749060,-1.42684e+06
1.01884e+06,-1.04287e+06,748841,-1.42719e+06
1.01917e+06,-1.04169e+06,749350,-1.42717e+06
1.01968e+06,-1.04105e+06,750744,-1.42647e+06
1.01898e+06,-1.03877e+06,754606,-1.4276e+06
1.01824e+06,-1.03581e+06,761701,-1.42688e+06
1.01818e+06,-1.03004e+06,770829,-1.42652e+06
1.01784e+06,-1.02415e+06,779984,-1.42652e+06
1.01696e+06,-1.01911e+06,787144,-1.4268e+06
1.01633e+06,-1.01733e+06,789876,-1.42711e+06
1.0161e+06,-1.01859e+06,790001,-1.42756e+06
1.01664e+06,-1.01958e+06,788689,-1.42731e+06
1.01694e+06,-1.02117e+06,785684,-1.42707e+06
1.01664e+06,-1.02354e+06,782387,-1.42768e+06
1.01622e+06,-1.02631e+06,779429,-1.42783e+06
1.017e+06,-1.02717e+06,776910,-1.42787e+06
1.01721e+06,-1.02837e+06,774539,-1.42841e+06
1.01775e+06,-1.03013e+06,771924,-1.42864e+06
1.01702e+06,-1.03198e+06,769362,-1.42913e+06
1.01729e+06,-1.03378e+06,767566,-1.42867e+06
1.01776e+06,-1.03478e+06,765621,-1.42778e+06
1.01824e+06,-1.03458e+06,764434,-1.42788e+06
1.01765e+06,-1.03487e+06,764004,-1.42789e+06
1.01769e+06,-1.0345e+06,764836,-1.42772e+06
1.01822e+06,-1.03416e+06,766357,-1.42753e+06
1.01818e+06,-1.03306e+06,766745,-1.42787e+06
1.01811e+06,-1.03388e+06,767368,-1.42799e+06
1.01782e+06,-1.03306e+06,767046,-1.4286e+06
1.01842e+06,-1.03268e+06,767509,-1.4281e+06
1.01837e+06,-1.03304e+06,766817,-1.42823e+06
1.01848e+06,-1.03466e+06,765478,-1.42786e+06
1.01819e+06,-1.03546e+06,764506,-1.42804e+06
1.01859e+06,-1.03541e+06,763554,-1.42731e+06
1.0188e+06,-1.03623e+06,762620,-1.42736e+06
1.0189e+06,-1.03696e+06,761317,-1.42847e+06
1.01882e+06,-1.03707e+06,759916,-1.42833e+06
1.01955e+06,-1.03812e+06,758667,-1.42742e+06
1.01996e+06,-1.03693e+06,758602,-1.42674e+06
1.01976e+06,-1.03815e+06,758276,-1.42769e+06
1.01937e+06,-1.03894e+06,757288,-1.42745e+06
1.01992e+06,-1.03865e+06,756477,-1.42713e+06
1.02029e+06,-1.03824e+06,756424,-1.42744e+06
1.02034e+06,-1.03913e+06,755614,-1.42735e+06
1.02064e+06,-1.0394e+06,754765,-1.42768e+06
1.02017e+06,-1.0399e+06,755021,-1.42668e+06
1.02039e+06,-1.03961e+06,755190,-1.42633e+06
1.02069e+06,-1.03827e+06,755933,-1.42605e+06
1.02058e+06,-1.03638e+06,758233,-1.42718e+06
1.0202e+06,-1.0334e+06,765043,-1.42626e+06
1.01962e+06,-1.02719e+06,773920,-1.42688e+06
1.01951e+06,-1.0216e+06,783407,-1.42606e+06
1.01882e+06,-1.017e+06,791249,-1.42763e+06
1.0177e+06,-1.01482e+06,795078,-1.42765e+06
1.0175e+06,-1.01499e+06,796436,-1.42626e+06
1.01814e+06,-1.01562e+06,795419,-1.42661e+06
1.01806e+06,-1.01795e+06,792418,-1.42697e+06
1.01794e+06,-1.01979e+06,789097,-1.42731e+06
1.01827e+06,-1.02264e+06,785857,-1.42726e+06
1.0186e+06,-1.02278e+06,783779,-1.428e+06
1.01854e+06,-1.02488e+06,780822,-1.42816e+06
1.01855e+06,-1.02739e+06,778281,-1.4287e+06
1.01871e+06,-1.02841e+06,775605,-1.42779e+06
1.01962e+06,-1.02958e+06,773623,-1.42801e+06
1.01918e+06,-1.03103e+06,771081,-1.42838e+06
1.01928e+06,-1.03253e+06,769117,-1.42757e+06
1.01938e+06,-1.03349e+06,768597,-1.42763e+06
1.01956e+06,-1.03256e+06,768699,-1.42699e+06
1.01955e+06,-1.03227e+06,769128,-1.42803e+06
1.01946e+06,-1.03213e+06,769575,-1.42739e+06
1.01921e+06,-1.03186e+06,770150,-1.42843e+06
1.0199e+06,-1.03206e+06,770673,-1.42722e+06
1.01996e+06,-1.03168e+06,770273,-1.42774e+06
1.01903e+06,-1.03292e+06,769564,-1.42768e+06
1.0192e+06,-1.0336e+06,768445,-1.42746e+06
1.01965e+06,-1.03388e+06,767613,-1.42746e+06
1.0204e+06,-1.03458e+06,766120,-1.42699e+06
1.01977e+06,-1.03478e+06,764817,-1.42823e+06
1.01962e+06,-1.03572e+06,763473,-1.42765e+06
1.02004e+06,-1.03579e+06,762815,-1.42799e+06
1.02035e+06,-1.03666e+06,761977,-1.42719e+06
1.02007e+06,-1.03688e+06,760633,-1.42796e+06
1.02006e+06,-1.03737e+06,759581,-1.42815e+06
1.02089e+06,-1.03754e+06,759133,-1.42674e+06
1.02079e+06,-1.03768e+06,758873,-1.42742e+06
1.02044e+06,-1.03802e+06,757973,-1.42767e+06
1.02083e+06,-1.03926e+06,756546,-1.42667e+06
1.02052e+06,-1.03937e+06,756595,-1.42689e+06
1.02104e+06,-1.03868e+06,755503,-1.42741e+06
1.02158e+06,-1.0399e+06,755416,-1.42659e+06
1.02077e+06,-1.03924e+06,755072,-1.42829e+06
1.02119e+06,-1.03897e+06,756687,-1.4263e+06
1.02088e+06,-1.03645e+06,761272,-1.42634e+06
1.0207e+06,-1.03195e+06,767928,-1.42606e+06
1.01992e+06,-1.0271e+06,775843,-1.42617e+06
1.01908e+06,-1.02096e+06,785591,-1.42649e+06
1.01844e+06,-1.01682e+06,792521,-1.42674e+06
1.01819e+06,-1.01468e+06,795783,-1.42718e+06
1.01775e+06,-1.01513e+06,795624,-1.42795e+06
1.01746e+06,-1.01711e+06,792860,-1.42826e+06
1.01743e+06,-1.01869e+06,790803,-1.42728e+06
1.0185e+06,-1.02108e+06,787391,-1.4272e+06
1.01798e+06,-1.02298e+06,784388,-1.4277e+06
1.01773e+06,-1.02577e+06,781916,-1.42813e+06
1.01832e+06,-1.02702e+06,778657,-1.42761e+06
1.01847e+06,-1.0286e+06,776874,-1.42758e+06
1.01871e+06,-1.03063e+06,773511,-1.42784e+06
1.01819e+06,-1.03269e+06,770977,-1.42823e+06
1.01878e+06,-1.03341e+06,768575,-1.42815e+06
1.01912e+06,-1.03417e+06,767422,-1.42786e+06
1.01867e+06,-1.03379e+06,766284,-1.42848e+06
