850nm,640nm,940nm,580nm
924128,-1.05835e+06,712263,-1.43932e+06
924380,-1.05817e+06,712058,-1.44005e+06
924268,-1.05741e+06,713218,-1.43928e+06
924105,-1.05546e+06,718384,-1.43928e+06
923475,-1.05113e+06,728045,-1.43908e+06
923155,-1.0456e+06,738897,-1.439e+06
922059,-1.03845e+06,752473,-1.43926e+06
921303,-1.0341e+06,761355,-1.43952e+06
921079,-1.03129e+06,768023,-1.43948e+06
921312,-1.03023e+06,769177,-1.43927e+06
921119,-1.03362e+06,766034,-1.43931e+06
921121,-1.0356e+06,761353,-1.44016e+06
920760,-1.03851e+06,756299,-1.44087e+06
921432,-1.04051e+06,751726,-1.44143e+06
921413,-1.04321e+06,747089,-1.44044e+06
921608,-1.04559e+06,743890,-1.44069e+06
922142,-1.04741e+06,739697,-1.44025e+06
922327,-1.04894e+06,736590,-1.44071e+06
922496,-1.0508e+06,733599,-1.44016e+06
922037,-1.05216e+06,731189,-1.44103e+06
922501,-1.05191e+06,729594,-1.44015e+06
922442,-1.0522e+06,729869,-1.43986e+06
922287,-1.05103e+06,730758,-1.44017e+06
922097,-1.05057e+06,731230,-1.44092e+06
922637,-1.05029e+06,732857,-1.43991e+06
922801,-1.05028e+06,734182,-1.43974e+06
922513,-1.04907e+06,734465,-1.43983e+06
922342,-1.04942e+06,734167,-1.44008e+06
922620,-1.05072e+06,733380,-1.43992e+06
922586,-1.05036e+06,732198,-1.4406e+06
923161,-1.05078e+06,731266,-1.43977e+06
922924,-1.05178e+06,729367,-1.43981e+06
922679,-1.05199e+06,728066,-1.44033e+06
922837,-1.05258e+06,727092,-1.43949e+06
923624,-1.05314e+06,725638,-1.43933e+06
923064,-1.05374e+06,724337,-1.43993e+06
923521,-1.05476e+06,723150,-1.43969e+06
923485,-1.05465e+06,722709,-1.43955e+06
923876,-1.05436e+06,721781,-1.44015e+06
924281,-1.05562e+06,720350,-1.43948e+06
923811,-1.05529e+06,720297,-1.43968e+06
924059,-1.05495e+06,720024,-1.43937e+06
923794,-1.05563e+06,718593,-1.44e+06
924380,-1.05553e+06,718595,-1.43915e+06
924439,-1.0553e+06,718774,-1.43958e+06
924268,-1.05537e+06,718874,-1.43966e+06
924215,-1.05403e+06,722167,-1.43911e+06
924012,-1.05154e+06,728589,-1.43922e+06
923441,-1.04592e+06,738903,-1.43839e+06
922995,-1.0399e+06,750744,-1.43941e+06
922334,-1.03304e+06,764832,-1.43851e+06
920954,-1.0279e+06,775206,-1.43944e+06
920926,-1.02548e+06,780240,-1.43867e+06
921033,-1.02551e+06,779542,-1.43878e+06
921314,-1.02869e+06,775650,-1.43906e+06
921242,-1.03038e+06,771329,-1.44005e+06
921623,-1.03333e+06,766321,-1.43988e+06
921769,-1.036e+06,762127,-1.43993e+06
921999,-1.03818e+06,757615,-1.43951e+06
922440,-1.04009e+06,755209,-1.43996e+06
922835,-1.04158e+06,750835,-1.4399e+06
922469,-1.04335e+06,747731,-1.44032e+06
922709,-1.04482e+06,745034,-1.43945e+06
923134,-1.0454e+06,742761,-1.44026e+06
923445,-1.04674e+06,741644,-1.43973e+06
923394,-1.04595e+06,741019,-1.4402e+06
923784,-1.0459e+06,742113,-1.43915e+06
923656,-1.04465e+06,744054,-1.43969e+06
923709,-1.04389e+06,745614,-1.43849e+06
923229,-1.04479e+06,746426,-1.4393e+06
923684,-1.04432e+06,746581,-1.43889e+06
924304,-1.04384e+06,746524,-1.43844e+06
923775,-1.04433e+06,745805,-1.43874e+06
924405,-1.04499e+06,743525,-1.4395e+06
923811,-1.04587e+06,742789,-1.43926e+06
924545,-1.04613e+06,741439,-1.43849e+06
924366,-1.04707e+06,739688,-1.43863e+06
924624,-1.04868e+06,738148,-1.43938e+06
924850,-1.0489e+06,737301,-1.43866e+06
925398,-1.0494e+06,735924,-1.43827e+06
925149,-1.04919e+06,734614,-1.43918e+06
924893,-1.05007e+06,734427,-1.4386e+06
925959,-1.04984e+06,734021,-1.43791e+06
926132,-1.0501e+06,732893,-1.43797e+06
926002,-1.05115e+06,731863,-1.43903e+06
926222,-1.05149e+06,730732,-1.43817e+06
926647,-1.0512e+06,730008,-1.43771e+06
926177,-1.05088e+06,730338,-1.43852e+06
926444,-1.05099e+06,729935,-1.43774e+06
926674,-1.0501e+06,731966,-1.43773e+06
926022,-1.04722e+06,738965,-1.43788e+06
926164,-1.04197e+06,748270,-1.4375e+06
925149,-1.03498e+06,760826,-1.43717e+06
923720,-1.0283e+06,773572,-1.43738e+06
923451,-1.02214e+06,785772,-1.43794e+06
922810,-1.01951e+06,791194,-1.438e+06
923110,-1.01978e+06,792546,-1.43726e+06
922438,-1.02167e+06,789266,-1.43773e+06
923590,-1.02446e+06,784943,-1.4375e+06
923573,-1.02746e+06,779180,-1.43754e+06
923923,-1.03051e+06,775223,-1.43795e+06
923447,-1.03329e+06,770681,-1.43786e+06
924196,-1.03424e+06,767208,-1.43871e+06
924490,-1.03641e+06,763469,-1.43809e+06
924795,-1.03832e+06,758615,-1.43861e+06
924814,-1.0404e+06,754285,-1.4386e+06
925294,-1.04145e+06,752705,-1.43808e+06
925066,-1.04195e+06,751713,-1.43782e+06
925409,-1.04247e+06,751201,-1.43843e+06
925601,-1.04225e+06,750727,-1.43775e+06
925113,-1.04169e+06,751745,-1.43839e+06
925364,-1.04085e+06,752862,-1.43729e+06
925394,-1.04048e+06,753722,-1.43739e+06
925166,-1.04022e+06,754441,-1.43757e+06
925437,-1.04044e+06,754130,-1.43742e+06
925460,-1.04115e+06,753332,-1.43752e+06
925849,-1.04222e+06,751632,-1.43743e+06
925868,-1.0429e+06,749216,-1.43746e+06
925616,-1.04342e+06,747474,-1.43832e+06
926478,-1.04437e+06,746208,-1.43708e+06
925851,-1.04554e+06,745127,-1.43746e+06
926162,-1.04583e+06,743102,-1.43744e+06
926262,-1.04683e+06,741407,-1.43706e+06
926630,-1.04754e+06,740765,-1.43723e+06
926909,-1.04788e+06,739212,-1.43675e+06
926239,-1.04814e+06,738182,-1.43703e+06
926598,-1.04895e+06,737470,-1.43688e+06
926911,-1.04861e+06,736768,-1.43741e+06
926593,-1.04972e+06,735598,-1.43777e+06
927152,-1.05034e+06,734370,-1.4368e+06
927292,-1.0505e+06,733557,-1.43713e+06
927254,-1.04989e+06,733445,-1.43628e+06
927064,-1.05012e+06,734387,-1.43641e+06
926518,-1.04874e+06,737136,-1.43672e+06
926823,-1.04452e+06,745153,-1.4363e+06
926340,-1.03812e+06,755256,-1.4367e+06
924941,-1.03111e+06,770812,-1.43619e+06
923842,-1.02368e+06,782099,-1.43639e+06
923515,-1.01977e+06,792435,-1.43631e+06
922805,-1.01853e+06,797211,-1.43613e+06
922577,-1.01898e+06,795956,-1.43721e+06
922573,-1.02156e+06,791686,-1.43761e+06
923095,-1.02448e+06,786651,-1.43766e+06
923549,-1.02787e+06,781360,-1.43698e+06
924070,-1.03055e+06,776808,-1.43676e+06
924130,-1.03243e+06,772372,-1.43686e+06
923946,-1.03472e+06,768899,-1.43737e+06
924136,-1.03621e+06,764427,-1.43714e+06
924437,-1.03818e+06,760165,-1.43699e+06
924443,-1.04013e+06,756064,-1.43755e+06
924613,-1.0412e+06,753810,-1.43695e+06
925036,-1.04163e+06,752378,-1.43679e+06
925000,-1.04213e+06,751920,-1.4367e+06
924533,-1.04212e+06,751834,-1.43799e+06
924784,-1.04151e+06,753027,-1.43694e+06
924719,-1.04128e+06,754568,-1.4369e+06
924987,-1.04098e+06,754778,-1.43664e+06
924740,-1.04079e+06,754541,-1.43691e+06
924548,-1.04078e+06,753541,-1.43771e+06
924740,-1.04151e+06,752680,-1.43655e+06
924531,-1.0426e+06,750928,-1.43756e+06
924437,-1.0438e+06,748390,-1.43783e+06
924607,-1.04566e+06,746437,-1.43716e+06
925166,-1.04575e+06,744570,-1.43657e+06
924874,-1.04741e+06,742839,-1.43677e+06
924784,-1.04853e+06,740639,-1.43786e+06
925277,-1.04936e+06,738939,-1.43696e+06
925737,-1.04927e+06,738182,-1.43643e+06
925333,-1.04926e+06,736829,-1.43643e+06
925529,-1.05059e+06,735090,-1.4367e+06
925260,-1.05015e+06,734184,-1.43761e+06
925220,-1.0504e+06,734097,-1.43715e+06
925170,-1.05065e+06,733469,-1.43734e+06
925606,-1.05164e+06,731739,-1.4365e+06
925070,-1.0519e+06,730246,-1.4366e+06
925612,-1.05199e+06,729481,-1.43625e+06
925589,-1.05228e+06,729700,-1.43681e+06
925243,-1.0517e+06,730671,-1.4374e+06
925430,-1.04972e+06,734823,-1.4366e+06
924750,-1.04599e+06,742039,-1.43662e+06
924616,-1.03955e+06,753791,-1.43635e+06
923530,-1.0337e+06,765725,-1.4363e+06
922152,-1.0271e+06,780077,-1.43613e+06
921978,-1.02292e+06,788441,-1.43608e+06
921377,-1.02157e+06,791185,-1.43729e+06
921056,-1.02308e+06,788604,-1.4376e+06
921534,-1.02572e+06,785087,-1.43681e+06
922206,-1.02912e+06,779079,-1.43671e+06
921583,-1.03203e+06,773530,-1.43795e+06
922453,-1.03503e+06,768895,-1.43714e+06
922182,-1.03571e+06,765316,-1.43776e+06
922662,-1.0384e+06,761518,-1.43797e+06
922660,-1.04011e+06,757281,-1.43794e+06
922588,-1.04311e+06,752667,-1.4377e+06
922742,-1.04402e+06,749789,-1.43773e+06
923658,-1.04469e+06,747985,-1.43678e+06
923102,-1.04589e+06,746010,-1.43806e+06
922988,-1.04569e+06,745777,-1.43828e+06
923417,-1.04513e+06,746162,-1.43699e+06
923545,-1.04542e+06,747241,-1.43705e+06
923170,-1.04423e+06,748177,-1.43715e+06
922948,-1.04352e+06,748932,-1.43863e+06
923624,-1.0436e+06,749550,-1.43688e+06
923479,-1.04386e+06,748708,-1.43782e+06
922771,-1.0453e+06,747089,-1.43728e+06
923003,-1.04538e+06,745428,-1.43796e+06
923590,-1.04645e+06,744532,-1.43725e+06
923859,-1.04748e+06,741979,-1.43679e+06
923168,-1.04881e+06,740311,-1.43731e+06
923650,-1.04854e+06,738780,-1.43685e+06
923750,-1.04991e+06,737359,-1.43684e+06
923411,-1.04987e+06,735794,-1.43736e+06
923409,-1.05155e+06,734493,-1.43736e+06
923665,-1.05069e+06,733951,-1.43758e+06
924397,-1.05098e+06,732774,-1.43733e+06
924537,-1.0516e+06,732186,-1.43783e+06
923889,-1.05251e+06,731684,-1.43797e+06
924797,-1.05173e+06,731234,-1.43647e+06
924351,-1.05173e+06,731094,-1.4375e+06
924217,-1.05238e+06,729666,-1.43671e+06
924842,-1.05304e+06,728591,-1.43652e+06
924719,-1.05249e+06,728836,-1.43728e+06
924699,-1.05308e+06,729105,-1.43627e+06
924968,-1.05199e+06,730121,-1.43639e+06
924537,-1.04968e+06,735344,-1.43731e+06
924226,-1.04509e+06,744805,-1.43624e+06
923402,-1.03711e+06,756473,-1.4367e+06
922351,-1.03084e+06,771446,-1.4373e+06
921246,-1.02463e+06,783383,-1.43716e+06
921280,-1.02142e+06,790648,-1.43706e+06
921267,-1.02119e+06,791467,-1.43627e+06
921340,-1.02342e+06,788645,-1.43674e+06
921265,-1.02648e+06,783247,-1.43688e+06
922065,-1.02934e+06,779246,-1.43691e+06
922398,-1.0314e+06,774615,-1.43672e+06
922831,-1.03396e+06,769678,-1.43691e+06
922438,-1.03546e+06,766590,-1.43791e+06
922910,-1.03724e+06,762654,-1.4369e+06
923176,-1.03909e+06,759192,-1.43684e+06
922801,-1.04106e+06,755624,-1.43796e+06
923588,-1.04338e+06,752086,-1.43719e+06
923695,-1.04296e+06,751118,-1.43685e+06
923612,-1.04383e+06,750350,-1.43705e+06
923921,-1.04306e+06,750736,-1.43693e+06
923878,-1.04275e+06,751641,-1.43689e+06
924448,-1.0421e+06,753628,-1.43661e+06
924067,-1.04198e+06,754356,-1.43774e+06
923646,-1.04125e+06,754307,-1.43765e+06
923573,-1.04157e+06,754253,-1.43668e+06
924055,-1.04244e+06,753524,-1.43771e+06
924185,-1.04284e+06,751811,-1.43703e+06
924224,-1.04373e+06,749599,-1.43762e+06
924311,-1.04449e+06,748204,-1.43776e+06
925147,-1.0454e+06,746515,-1.43661e+06
924958,-1.0467e+06,744858,-1.43663e+06
925228,-1.04828e+06,742793,-1.43658e+06
925017,-1.04854e+06,741328,-1.43665e+06
925642,-1.04837e+06,739997,-1.4372e+06
925836,-1.04865e+06,738901,-1.437e+06
925222,-1.04907e+06,738956,-1.43688e+06
925493,-1.04898e+06,738262,-1.43645e+06
925930,-1.04982e+06,738025,-1.43641e+06
925978,-1.04938e+06,737255,-1.43716e+06
926401,-1.0503e+06,736427,-1.43723e+06
926312,-1.04997e+06,735483,-1.43712e+06
926501,-1.05018e+06,735103,-1.43676e+06
926529,-1.05055e+06,734320,-1.43676e+06
926539,-1.05061e+06,733769,-1.43702e+06
926544,-1.04975e+06,735318,-1.43684e+06
926831,-1.04769e+06,740279,-1.43554e+06
925991,-1.04356e+06,747635,-1.43593e+06
925130,-1.03771e+06,760692,-1.436e+06
924448,-1.02917e+06,775487,-1.43639e+06
923900,-1.02305e+06,787832,-1.43627e+06
923392,-1.0193e+06,795709,-1.43652e+06
923398,-1.01905e+06,796807,-1.43626e+06
922645,-1.02113e+06,794924,-1.43635e+06
923595,-1.02257e+06,790705,-1.43692e+06
923388,-1.02582e+06,785087,-1.43639e+06
923517,-1.02901e+06,780532,-1.43768e+06
924040,-1.03154e+06,776147,-1.43681e+06
924618,-1.03252e+06,772935,-1.43712e+06
924390,-1.03467e+06,769221,-1.43749e+06
924736,-1.03724e+06,764700,-1.43689e+06
925695,-1.03864e+06,760882,-1.43644e+06
926002,-1.0406e+06,756989,-1.43655e+06
925699,-1.04189e+06,754528,-1.43667e+06
925413,-1.04286e+06,753804,-1.43701e+06
926232,-1.04213e+06,753686,-1.4364e+06
925921,-1.04203e+06,753912,-1.43671e+06
925774,-1.04214e+06,755324,-1.43659e+06
925211,-1.04079e+06,755899,-1.43739e+06
925777,-1.03991e+06,757188,-1.43735e+06
926006,-1.04001e+06,757160,-1.43663e+06
925418,-1.04072e+06,756011,-1.43761e+06
925921,-1.0419e+06,754083,-1.43764e+06
925947,-1.0429e+06,752980,-1.43668e+06
926164,-1.04344e+06,750990,-1.43726e+06
926084,-1.04457e+06,748196,-1.43767e+06
926369,-1.04566e+06,746748,-1.43677e+06
927049,-1.04571e+06,745385,-1.43644e+06
927108,-1.04703e+06,743421,-1.43655e+06
926463,-1.04771e+06,742448,-1.43674e+06
926490,-1.04842e+06,740753,-1.43625e+06
927100,-1.04845e+06,739620,-1.43625e+06
927070,-1.04925e+06,738850,-1.43635e+06
927453,-1.0496e+06,737826,-1.43625e+06
926808,-1.0503e+06,737342,-1.43724e+06
927614,-1.04981e+06,736566,-1.43622e+06
927858,-1.05018e+06,736237,-1.4364e+06
927565,-1.05114e+06,734864,-1.43641e+06
927125,-1.05126e+06,733437,-1.43633e+06
927885,-1.05208e+06,732641,-1.43638e+06
927988,-1.05205e+06,732400,-1.43623e+06
927625,-1.05168e+06,733670,-1.43623e+06
927066,-1.05016e+06,737847,-1.4365e+06
926763,-1.04556e+06,746797,-1.43636e+06
926247,-1.0386e+06,758064,-1.43588e+06
925330,-1.03048e+06,772738,-1.43612e+06
924693,-1.0248e+06,785079,-1.43607e+06
924025,-1.02052e+06,792951,-1.43593e+06
923866,-1.02045e+06,795971,-1.43615e+06
923320,-1.02178e+06,792792,-1.43689e+06
923948,-1.02457e+06,788830,-1.43691e+06
924395,-1.02827e+06,782899,-1.43693e+06
924716,-1.03022e+06,778311,-1.43664e+06
924429,-1.03292e+06,773517,-1.43777e+06
924302,-1.03447e+06,769848,-1.4382e+06
924757,-1.03643e+06,765979,-1.43792e+06
925369,-1.03839e+06,761957,-1.43775e+06
925051,-1.04107e+06,757126,-1.43737e+06
925540,-1.04307e+06,753287,-1.43754e+06
925521,-1.0439e+06,751546,-1.4374e+06
925548,-1.04505e+06,750502,-1.43728e+06
925749,-1.04573e+06,749504,-1.43727e+06
925191,-1.04488e+06,749412,-1.43765e+06
925576,-1.04489e+06,749774,-1.43731e+06
925804,-1.0448e+06,750756,-1.43723e+06
925749,-1.04434e+06,751273,-1.4374e+06
925292,-1.04502e+06,750152,-1.43771e+06
925083,-1.04447e+06,749904,-1.43758e+06
925603,-1.04588e+06,748020,-1.43773e+06
925275,-1.04679e+06,745631,-1.4376e+06
924994,-1.04765e+06,743743,-1.43878e+06
925777,-1.04905e+06,741606,-1.43747e+06
926090,-1.04933e+06,739407,-1.4375e+06
926010,-1.05048e+06,737434,-1.43757e+06
926012,-1.05144e+06,735388,-1.43774e+06
925808,-1.05171e+06,733428,-1.43862e+06
925983,-1.0519e+06,732697,-1.43816e+06
925964,-1.05255e+06,731104,-1.4385e+06
925766,-1.05335e+06,730383,-1.43778e+06
926128,-1.05364e+06,729150,-1.43752e+06
926237,-1.05384e+06,728120,-1.43747e+06
925885,-1.05466e+06,727852,-1.43768e+06
925949,-1.05459e+06,727186,-1.43852e+06
926621,-1.05536e+06,726226,-1.43769e+06
926173,-1.05483e+06,725818,-1.4376e+06
926096,-1.05559e+06,724445,-1.4378e+06
926587,-1.05633e+06,723238,-1.43785e+06
926371,-1.05604e+06,723061,-1.43762e+06
926213,-1.05476e+06,724669,-1.4376e+06
926217,-1.05291e+06,729361,-1.43845e+06
925731,-1.04936e+06,738451,-1.43758e+06
925000,-1.04294e+06,750350,-1.43747e+06
924122,-1.03491e+06,764726,-1.43739e+06
923511,-1.03106e+06,774566,-1.43772e+06
922937,-1.02786e+06,781425,-1.43788e+06
922924,-1.02688e+06,782651,-1.4375e+06
922520,-1.0296e+06,779324,-1.43915e+06
923066,-1.03304e+06,774133,-1.43873e+06
922980,-1.03536e+06,768023,-1.43856e+06
923303,-1.03788e+06,763045,-1.43853e+06
923526,-1.03982e+06,759372,-1.43928e+06
923972,-1.04255e+06,755322,-1.43988e+06
923627,-1.04464e+06,751907,-1.43984e+06
923968,-1.0458e+06,747868,-1.43982e+06
924209,-1.04736e+06,744553,-1.43875e+06
924200,-1.04869e+06,741936,-1.4394e+06
924633,-1.04963e+06,739946,-1.43902e+06
924251,-1.04949e+06,739318,-1.43959e+06
924985,-1.04952e+06,739505,-1.43867e+06
924818,-1.04939e+06,740164,-1.43909e+06
924185,-1.04919e+06,740663,-1.43991e+06
924230,-1.0487e+06,742128,-1.43906e+06
924733,-1.04855e+06,742247,-1.43883e+06
924300,-1.04845e+06,741661,-1.43916e+06
924298,-1.04874e+06,740439,-1.44039e+06
924865,-1.0495e+06,739754,-1.43879e+06
924668,-1.04991e+06,737854,-1.43888e+06
924903,-1.05099e+06,736059,-1.43956e+06
924659,-1.05173e+06,733892,-1.4393e+06
924903,-1.05292e+06,732607,-1.43947e+06
924838,-1.05371e+06,730713,-1.43911e+06
924975,-1.05382e+06,728651,-1.44004e+06
925428,-1.05473e+06,727514,-1.43941e+06
925794,-1.05475e+06,726864,-1.43899e+06
925504,-1.0548e+06,726569,-1.43967e+06
925379,-1.05496e+06,725778,-1.43939e+06
925466,-1.05529e+06,724927,-1.4401e+06
925716,-1.05584e+06,725010,-1.43987e+06
926000,-1.05517e+06,724485,-1.43885e+06
926058,-1.05562e+06,723780,-1.4391e+06
925879,-1.05638e+06,723524,-1.43933e+06
926094,-1.05588e+06,723006,-1.43981e+06
926283,-1.05596e+06,722854,-1.43941e+06
926188,-1.05612e+06,722344,-1.43976e+06
926251,-1.05574e+06,723988,-1.43902e+06
926348,-1.05255e+06,729572,-1.43885e+06
925785,-1.0491e+06,737630,-1.43885e+06
924943,-1.04201e+06,750962,-1.43949e+06
924611,-1.03526e+06,764000,-1.43854e+06
923895,-1.02896e+06,775443,-1.43961e+06
923358,-1.02733e+06,782325,-1.43905e+06
923206,-1.02771e+06,782564,-1.43942e+06
923168,-1.02896e+06,779902,-1.43955e+06
923746,-1.03237e+06,773572,-1.44022e+06
924364,-1.03544e+06,768464,-1.43971e+06
924097,-1.03831e+06,763156,-1.43992e+06
924185,-1.04041e+06,759205,-1.44057e+06
925277,-1.04253e+06,755975,-1.43967e+06
925627,-1.04375e+06,752396,-1.43993e+06
925193,-1.04609e+06,748327,-1.44017e+06
925731,-1.04844e+06,745036,-1.44064e+06
926359,-1.04859e+06,742909,-1.43974e+06
925893,-1.04897e+06,741764,-1.44067e+06
925674,-1.05002e+06,740592,-1.44019e+06
925938,-1.049e+06,741064,-1.43985e+06
926435,-1.04871e+06,742649,-1.43977e+06
926103,-1.04752e+06,743881,-1.44009e+06
925682,-1.04706e+06,744962,-1.44099e+06
926431,-1.04653e+06,745515,-1.43984e+06
926316,-1.04668e+06,745711,-1.44074e+06
926215,-1.04721e+06,744255,-1.44099e+06
925953,-1.04791e+06,742698,-1.44024e+06
926924,-1.04907e+06,741570,-1.43997e+06
927540,-1.04976e+06,740068,-1.43987e+06
927341,-1.04987e+06,738264,-1.44088e+06
927197,-1.05087e+06,736344,-1.44095e+06
927375,-1.05122e+06,735407,-1.43992e+06
927817,-1.05212e+06,734089,-1.43995e+06
928033,-1.05223e+06,732112,-1.44063e+06
928346,-1.05315e+06,731217,-1.43991e+06
928333,-1.05386e+06,730794,-1.44049e+06
928715,-1.05288e+06,730440,-1.43969e+06
928577,-1.05323e+06,729708,-1.44031e+06
929001,-1.05355e+06,729221,-1.43946e+06
928575,-1.05367e+06,728500,-1.44031e+06
929208,-1.05398e+06,727939,-1.43923e+06
929534,-1.05437e+06,727226,-1.43912e+06
928843,-1.05497e+06,727154,-1.4403e+06
929048,-1.05407e+06,727101,-1.43957e+06
929720,-1.05346e+06,728685,-1.43895e+06
929257,-1.05129e+06,734076,-1.43914e+06
928570,-1.0474e+06,741972,-1.44026e+06
927975,-1.04002e+06,754981,-1.4389e+06
927800,-1.03301e+06,768550,-1.43881e+06
926666,-1.02622e+06,782120,-1.43932e+06
925993,-1.0242e+06,788318,-1.43951e+06
925322,-1.0231e+06,789935,-1.43962e+06
926047,-1.02462e+06,788172,-1.44029e+06
926268,-1.02743e+06,782206,-1.44053e+06
926008,-1.03129e+06,777168,-1.44019e+06
926529,-1.0343e+06,771168,-1.44047e+06
926913,-1.03636e+06,767268,-1.44037e+06
927269,-1.03763e+06,762825,-1.44103e+06
927544,-1.03997e+06,759112,-1.44138e+06
927847,-1.04216e+06,754987,-1.44045e+06
927911,-1.04339e+06,752566,-1.44109e+06
928732,-1.04506e+06,749256,-1.44012e+06
928003,-1.04619e+06,746793,-1.44136e+06
928384,-1.04706e+06,745343,-1.44052e+06
929027,-1.04691e+06,745728,-1.44023e+06
929059,-1.04716e+06,746723,-1.44001e+06
928984,-1.04671e+06,747686,-1.44055e+06
928657,-1.04583e+06,748714,-1.44056e+06
928251,-1.04493e+06,749209,-1.44106e+06
928551,-1.0456e+06,749675,-1.44011e+06
928355,-1.04578e+06,747586,-1.44047e+06
928340,-1.04681e+06,745950,-1.44055e+06
928615,-1.0471e+06,744820,-1.44117e+06
929311,-1.04844e+06,743135,-1.4403e+06
928956,-1.04906e+06,740819,-1.44029e+06
928799,-1.04968e+06,738724,-1.44047e+06
929351,-1.0501e+06,737221,-1.44032e+06
929306,-1.05083e+06,736195,-1.44023e+06
929265,-1.05148e+06,734345,-1.44106e+06
930031,-1.05213e+06,733232,-1.44009e+06
929878,-1.05189e+06,732546,-1.44002e+06
930107,-1.05275e+06,731524,-1.43978e+06
929937,-1.05322e+06,730277,-1.44019e+06
929626,-1.0533e+06,729647,-1.44096e+06
929783,-1.05384e+06,729446,-1.44048e+06
929899,-1.05417e+06,728800,-1.44004e+06
929694,-1.05426e+06,727408,-1.4402e+06
930710,-1.05482e+06,726504,-1.4396e+06
930346,-1.05464e+06,726045,-1.43955e+06
930424,-1.05488e+06,725893,-1.43954e+06
929978,-1.05382e+06,727715,-1.4406e+06
929599,-1.05086e+06,734723,-1.44008e+06
929453,-1.0463e+06,743984,-1.44012e+06
928372,-1.03906e+06,758743,-1.44051e+06
927508,-1.03207e+06,771219,-1.43978e+06
926535,-1.02589e+06,782249,-1.44023e+06
926778,-1.02366e+06,788928,-1.43962e+06
925923,-1.02419e+06,788549,-1.44022e+06
925981,-1.0265e+06,784718,-1.44066e+06
926069,-1.02986e+06,779062,-1.44159e+06
926847,-1.03297e+06,773367,-1.44111e+06
927056,-1.03656e+06,767720,-1.4408e+06
927207,-1.03956e+06,762426,-1.44088e+06
927053,-1.04122e+06,758417,-1.44127e+06
927690,-1.04293e+06,754881,-1.44068e+06
928244,-1.04457e+06,750981,-1.4407e+06
927707,-1.047e+06,747648,-1.44109e+06
928274,-1.0481e+06,744397,-1.44109e+06
928572,-1.04863e+06,742877,-1.44147e+06
928353,-1.04853e+06,742147,-1.44178e+06
928251,-1.04857e+06,741821,-1.44088e+06
927879,-1.04816e+06,742423,-1.44099e+06
928126,-1.04772e+06,743617,-1.44067e+06
928082,-1.04732e+06,744692,-1.44165e+06
927644,-1.04721e+06,745165,-1.44135e+06
927756,-1.04785e+06,744355,-1.442e+06
927879,-1.04769e+06,743212,-1.44184e+06
927944,-1.04818e+06,741843,-1.44222e+06
928399,-1.04939e+06,740074,-1.44205e+06
927881,-1.05016e+06,737628,-1.44095e+06
928137,-1.05079e+06,736617,-1.44151e+06
928319,-1.05144e+06,734378,-1.44187e+06
928124,-1.05328e+06,732349,-1.44139e+06
928182,-1.05393e+06,730449,-1.44077e+06
928738,-1.05348e+06,729737,-1.4414e+06
929394,-1.05474e+06,727892,-1.44062e+06
928562,-1.05507e+06,726260,-1.44094e+06
928820,-1.05608e+06,725234,-1.44149e+06
928867,-1.0553e+06,725166,-1.44135e+06
929148,-1.05549e+06,724705,-1.44122e+06
928797,-1.05623e+06,723293,-1.44068e+06
929288,-1.05628e+06,722722,-1.44049e+06
929184,-1.05663e+06,721704,-1.4411e+06
929025,-1.05689e+06,721090,-1.44127e+06
929186,-1.0568e+06,721233,-1.44085e+06
929011,-1.05667e+06,720760,-1.44037e+06
929411,-1.05594e+06,723871,-1.44049e+06
928748,-1.05216e+06,729630,-1.44115e+06
927724,-1.04839e+06,741447,-1.44054e+06
926856,-1.03982e+06,755821,-1.44089e+06
926866,-1.03349e+06,768398,-1.43994e+06
925413,-1.0293e+06,777454,-1.44147e+06
924897,-1.02678e+06,782428,-1.44177e+06
925119,-1.02798e+06,782319,-1.44056e+06
925081,-1.03022e+06,777498,-1.44161e+06
925362,-1.03394e+06,770740,-1.44227e+06
925245,-1.03776e+06,763934,-1.44185e+06
925966,-1.04068e+06,759242,-1.44112e+06
926312,-1.04283e+06,754627,-1.44172e+06
925974,-1.045e+06,750037,-1.44244e+06
926101,-1.04711e+06,746076,-1.44237e+06
926909,-1.04904e+06,742209,-1.44141e+06
926486,-1.0506e+06,738622,-1.44253e+06
926357,-1.05219e+06,736052,-1.44198e+06
926835,-1.05222e+06,735312,-1.44179e+06
926981,-1.05308e+06,734603,-1.44164e+06
927139,-1.0522e+06,734374,-1.44157e+06
927028,-1.05196e+06,735177,-1.44152e+06
927356,-1.05123e+06,736127,-1.44133e+06
926909,-1.0506e+06,736975,-1.44137e+06
926403,-1.05071e+06,737255,-1.44242e+06
926495,-1.05142e+06,736867,-1.44166e+06
927248,-1.05083e+06,735843,-1.44205e+06
926596,-1.05164e+06,734518,-1.44228e+06
926839,-1.05221e+06,732902,-1.44217e+06
926742,-1.05306e+06,731654,-1.44181e+06
926973,-1.05406e+06,730093,-1.44202e+06
927007,-1.05456e+06,728047,-1.44215e+06
926909,-1.05526e+06,725861,-1.44167e+06
927116,-1.05654e+06,725117,-1.44124e+06
927574,-1.05613e+06,723259,-1.44101e+06
927892,-1.05743e+06,721992,-1.44148e+06
927497,-1.05811e+06,720529,-1.44147e+06
927853,-1.05836e+06,719887,-1.44126e+06
927508,-1.05846e+06,719505,-1.44105e+06
