Time(s),out1,out2,out3
83.55186916,162.58871,45,-130.24939
83.55577547,162.53188,45,-129.48529
83.55968177,162.58188,45,-130.93564
83.56358807,162.85869,45,-130.74498
83.56749437,162.4263,45,-131.30341
83.57140067,162.75002,45,-131.19838
83.57530697,162.54906,45,-131.99118
83.57921327,162.65234,45,-130.69841
83.58311957,162.89568,45,-130.39389
83.58702587,162.6205,45,-131.05157
83.59093217,163.02234,45,-130.1691
83.59483847,162.56577,45,-133.04962
83.59874478,162.53886,45,-130.22545
83.60265108,162.63873,45,-132.47794
83.60655738,162.43193,45,-130.20262
83.61046368,162.69028,45,-129.67155
83.61436998,162.60756,45,-130.4075
83.61827628,162.57167,45,-131.22902
83.62218258,162.72612,45,-132.2121
83.62608888,162.99701,45,-131.51961
83.62999518,163.03195,45,-131.13289
83.63390148,162.79446,45,-131.04915
83.63780778,162.41321,45,-130.46504
83.64171408,162.79825,45,-131.548
83.64562039,162.76709,45,-130.96291
83.64952669,162.95738,45,-131.47289
83.65343299,162.978,45,-129.39658
83.65733929,162.72786,45,-130.25935
83.66124559,162.7491,45,-131.77991
83.66515189,162.48509,45,-133.09218
83.66905819,163.12054,45,-130.48709
83.67296449,162.68845,45,-129.05426
83.67687079,163.09769,45,-130.00218
83.68077709,162.87479,45,-130.08418
83.68468339,162.7778,45,-132.76405
83.6885897,162.80365,45,-131.74883
83.692496,162.98206,45,-132.40044
83.6964023,162.57455,45,-129.43146
83.7003086,162.7225,45,-131.93724
83.7042149,162.89513,45,-130.77657
83.7081212,162.95134,45,-129.35973
83.7120275,162.84477,45,-131.14856
83.7159338,162.86024,45,-130.07849
83.7198401,162.67285,45,-129.94873
83.7237464,162.82336,45,-130.56511
83.7276527,162.80896,45,-132.56943
83.731559,162.71046,45,-129.60162
83.73546531,163.01851,45,-130.46716
83.73937161,163.04839,45,-129.1955
83.74327791,162.90881,45,-131.69856
83.74718421,162.88264,45,-129.81471
83.75109051,163.13698,45,-131.78763
83.75499681,162.53323,45,-131.32001
83.75890311,162.79797,45,-128.79523
83.76280941,162.62836,45,-130.07492
83.76671571,162.8279,45,-129.78108
83.77062201,162.81593,45,-131.45523
83.77452831,162.64325,45,-130.29572
83.77843462,162.78897,45,-128.38466
83.78234092,162.90012,45,-131.12517
83.78624722,162.87932,45,-131.07288
83.79015352,163.01331,45,-130.15749
83.79405982,162.78363,45,-130.49591
83.79796612,162.86079,45,-128.7191
83.80187242,162.6125,45,-131.47356
83.80577872,163.18179,45,-129.90973
83.80968502,163.08855,45,-129.35417
83.81359132,162.7523,45,-128.94812
83.81749762,162.94276,45,-130.4861
83.82140392,162.80907,45,-131.6825
83.82531023,162.98851,45,-129.85144
83.82921653,162.93394,45,-128.545
83.83312283,163.05977,45,-130.27878
83.83702913,162.94083,45,-130.03778
83.84093543,162.79561,45,-131.76053
83.84484173,162.83908,45,-129.08472
83.84874803,162.63617,45,-130.24609
83.85265433,162.66661,45,-130.10471
83.85656063,162.77873,45,-130.64279
83.86046693,162.83435,45,-129.40186
83.86437323,162.61876,45,-130.49094
83.86827953,162.81523,45,-129.14169
83.87218584,162.79483,45,-131.19345
83.87609214,163.11409,45,-126.87873
83.87999844,162.79396,45,-130.60504
83.88390474,162.90599,45,-130.117
83.88781104,162.72975,45,-129.67751
83.89171734,163.09438,45,-129.99136
83.89562364,162.56641,45,-130.91144
83.89952994,162.76431,45,-130.80516
83.90343624,163.09009,45,-131.76891
83.90734254,163.02448,45,-130.85352
83.91124884,162.69319,45,-130.07062
83.91515515,163.11914,45,-129.5777
83.91906145,162.8788,45,-129.42842
83.92296775,162.52206,45,-130.07265
83.92687405,162.99397,45,-130.94662
83.93078035,162.89673,45,-131.95055
83.93468665,162.55917,45,-129.36446
83.93859295,162.99701,45,-130.88835
83.94249925,162.57169,45,-132.45956
83.94640555,162.96016,45,-129.15089
83.95031185,162.6716,45,-132.56664
83.95421815,163.21776,45,-130.40312
83.95812445,163.09404,45,-132.79893
83.96203076,162.76828,45,-131.06401
83.96593706,162.59288,45,-129.66028
83.96984336,162.67029,45,-132.83339
83.97374966,162.93365,45,-131.86296
83.97765596,162.92351,45,-131.41405
83.98156226,163.06546,45,-132.65506
83.98546856,163.04921,45,-132.69255
83.98937486,162.78497,45,-131.84128
83.99328116,162.67729,45,-131.28445
83.99718746,162.80049,45,-132.71773
84.00109376,162.87003,45,-133.12547
84.00500007,162.50304,45,-129.42941
84.00890637,162.81133,45,-131.52646
84.01281267,162.71834,45,-130.04195
84.01671897,162.99123,45,-131.07104
84.02062527,162.70107,45,-129.59558
84.02453157,162.79865,45,-128.96034
84.02843787,162.8833,45,-129.52243
84.03234417,162.48599,45,-132.47382
84.03625047,162.59373,45,-129.09206
84.04015677,162.59409,45,-131.89839
84.04406307,162.44907,45,-131.02832
84.04796937,162.82362,45,-130.54877
84.05187568,162.55527,45,-131.13736
84.05578198,162.51578,45,-128.6671
84.05968828,162.51268,45,-131.49115
84.06359458,162.77574,45,-129.69847
84.06750088,162.51299,45,-130.68529
84.07140718,162.68208,45,-130.35545
84.07531348,162.80022,45,-131.31885
84.07921978,162.75877,45,-130.37216
84.08312608,162.69154,45,-131.02583
84.08703238,162.78902,45,-129.62839
84.09093868,162.4456,45,-129.69765
84.09484498,162.67245,45,-131.3044
84.09875129,162.22963,45,-131.40793
84.10265759,162.44258,45,-129.02271
84.10656389,162.36261,45,-130.41959
84.11047019,162.44331,45,-131.69833
84.11437649,162.48663,45,-131.31744
84.11828279,162.40445,45,-130.6403
84.12218909,162.16748,45,-130.96483
84.12609539,162.52716,45,-129.8925
84.13000169,162.09065,45,-127.46107
84.13390799,162.1548,45,-131.63307
84.13781429,162.2726,45,-130.27377
84.1417206,162.3062,45,-132.20523
84.1456269,162.64925,45,-132.3947
84.1495332,162.74585,45,-129.05795
84.1534395,162.0799,45,-130.88393
84.1573458,162.39601,45,-132.16943
84.1612521,162.42676,45,-131.11296
84.1651584,162.28355,45,-134.29855
84.1690647,162.58228,45,-131.84215
84.172971,162.39221,45,-130.29024
84.1768773,162.0692,45,-130.6752
84.1807836,162.03954,45,-129.31168
84.1846899,162.09959,45,-131.51958
84.18859621,162.29939,45,-130.33455
84.19250251,162.2466,45,-128.94284
84.19640881,161.95039,45,-130.79765
84.20031511,162.01581,45,-129.51669
84.20422141,161.88214,45,-130.62474
84.20812771,162.27577,45,-131.86206
84.21203401,161.88596,45,-130.39154
84.21594031,162.14787,45,-127.05142
84.21984661,162.12775,45,-130.18207
84.22375291,162.3544,45,-130.2699
84.22765921,162.17482,45,-129.59114
84.23156552,162.14758,45,-130.77669
84.23547182,162.29771,45,-127.20686
84.23937812,162.06903,45,-131.42665
84.24328442,161.88487,45,-130.50844
84.24719072,162.04285,45,-127.59045
84.25109702,161.83644,45,-131.49109
84.25500332,162.06602,45,-130.013
84.25890962,162.00046,45,-128.87595
84.26281592,161.72061,45,-128.8773
84.26672222,161.73375,45,-128.08385
84.27062852,161.96248,45,-131.67746
84.27453482,162.03435,45,-128.42946
84.27844113,161.82329,45,-131.52837
84.28234743,161.84425,45,-128.3772
84.28625373,162.07335,45,-131.45088
84.29016003,162.04755,45,-128.28398
84.29406633,161.91983,45,-131.3576
84.29797263,162.05457,45,-128.16779
84.30187893,161.81319,45,-128.49152
84.30578523,161.80101,45,-127.27552
84.30969153,161.71356,45,-129.2876
84.31359783,161.69189,45,-127.11256
84.31750413,162.15543,45,-127.87237
84.32141044,161.50087,45,-129.73438
84.32531674,161.81299,45,-129.36777
84.32922304,161.71744,45,-128.64268
84.33312934,161.38048,45,-127.85757
84.33703564,161.7623,45,-128.09167
84.34094194,161.60307,45,-129.46295
84.34484824,161.88916,45,-130.36638
84.34875454,161.58466,45,-129.51163
84.35266084,161.68799,45,-128.05473
84.35656714,161.50818,45,-129.47868
84.36047344,161.44244,45,-130.10432
84.36437974,161.30327,45,-124.83153
84.36828605,161.69777,45,-127.66843
84.37219235,161.42133,45,-128.21841
84.37609865,161.81473,45,-125.84949
84.38000495,161.4845,45,-130.22725
84.38391125,161.58928,45,-126.99457
84.38781755,161.62949,45,-127.66797
84.39172385,161.34573,45,-126.85532
84.39563015,161.48064,45,-128.50835
84.39953645,161.33556,45,-127.34325
84.40344275,161.3683,45,-129.0152
84.40734905,161.08043,45,-127.85064
84.41125535,161.45663,45,-128.44553
84.41516166,161.25023,45,-127.42147
84.41906796,161.35286,45,-128.16582
84.42297426,161.58873,45,-128.44493
84.42688056,160.94351,45,-126.83097
84.43078686,161.21913,45,-127.79649
84.43469316,161.44327,45,-129.32234
84.43859946,161.17989,45,-128.88832
84.44250576,161.27412,45,-129.61263
84.44641206,160.93642,45,-129.43579
84.45031836,161.31494,45,-128.99306
84.45422466,161.43364,45,-126.57291
84.45813097,161.26848,45,-129.2019
84.46203727,161.20128,45,-127.81414
84.46594357,160.83691,45,-129.55504
84.46984987,161.01996,45,-127.1765
84.47375617,161.43655,45,-128.97041
84.47766247,161.09299,45,-130.53508
84.48156877,161.1915,45,-128.22192
84.48547507,160.94637,45,-130.76836
84.48938137,161.06277,45,-131.55649
84.49328767,160.84341,45,-127.92207
84.49719397,161.02841,45,-129.79506
84.50110027,161.14192,45,-129.9301
84.50500658,161.25121,45,-129.6701
84.50891288,161.24089,45,-128.2357
84.51281918,161.39268,45,-128.19884
84.51672548,161.01695,45,-127.89063
84.52063178,161.36501,45,-128.28967
84.52453808,161.11485,45,-127.86524
84.52844438,161.17326,45,-127.71969
84.53235068,160.90059,45,-128.17676
84.53625698,161.26222,45,-127.88961
84.54016328,161.29028,45,-125.53031
84.54406958,160.87523,45,-128.61787
84.54797589,160.92262,45,-130.11528
84.55188219,161.241,45,-126.74109
84.55578849,161.60205,45,-129.25105
84.55969479,160.77681,45,-127.95201
84.56360109,160.7632,45,-128.74455
84.56750739,161.60252,45,-129.97488
84.57141369,161.21619,45,-128.61356
84.57531999,161.43996,45,-127.00674
84.57922629,160.82693,45,-128.90868
84.58313259,160.91653,45,-126.88754
84.58703889,160.98621,45,-127.82151
84.59094519,161.13141,45,-128.3569
84.5948515,160.93497,45,-129.51848
84.5987578,161.12856,45,-128.20992
84.6026641,161.30103,45,-128.9066
84.6065704,160.77361,45,-127.54511
84.6104767,161.05309,45,-128.52245
84.614383,161.13916,45,-128.87498
84.6182893,161.37425,45,-128.52002
84.6221956,161.02513,45,-125.88265
84.6261019,160.68994,45,-128.34277
84.6300082,161.0986,45,-130.33156
84.6339145,160.92168,45,-127.84874
84.6378208,160.76987,45,-130.16501
84.64172711,161.24362,45,-129.33159
84.64563341,161.13295,45,-126.74956
84.64953971,161.27126,45,-127.61417
84.65344601,161.08545,45,-126.7042
84.65735231,161.05984,45,-128.97183
84.66125861,161.04166,45,-129.47871
84.66516491,161.15417,45,-129.78197
84.66907121,161.08795,45,-128.78152
84.67297751,161.00706,45,-128.77307
84.67688381,161.02672,45,-128.67052
84.68079011,161.00648,45,-128.61681
84.68469642,161.17671,45,-128.20538
84.68860272,161.08931,45,-129.81876
84.69250902,161.44614,45,-126.24145
84.69641532,161.08229,45,-129.75542
84.70032162,161.05176,45,-128.99167
84.70422792,160.71205,45,-126.38409
84.70813422,160.88266,45,-128.61707
84.71204052,161.25888,45,-127.32983
84.71594682,160.90668,45,-129.28026
84.71985312,161.03035,45,-130.25406
84.72375942,161.05293,45,-129.31293
84.72766572,161.14384,45,-127.64616
84.73157203,161.00883,45,-126.80332
84.73547833,161.12222,45,-130.56976
84.73938463,160.96425,45,-128.30186
84.74329093,161.05304,45,-124.52752
84.74719723,161.10437,45,-130.72014
84.75110353,161.09488,45,-128.48001
84.75500983,161.19481,45,-129.35303
84.75891613,161.33859,45,-128.16568
84.76282243,161.1566,45,-128.48523
84.76672873,161.30838,45,-128.7654
84.77063503,160.83304,45,-127.58308
84.77454134,160.96844,45,-128.37318
84.77844764,161.27316,45,-127.63432
84.78235394,161.09163,45,-130.42407
84.78626024,161.18446,45,-129.54886
84.79016654,160.95847,45,-128.69757
84.79407284,161.19109,45,-128.31883
84.79797914,161.06621,45,-129.95775
84.80188544,161.31998,45,-129.91542
84.80579174,161.1844,45,-128.72643
84.80969804,161.12538,45,-128.12299
84.81360434,161.05963,45,-128.99557
84.81751064,161.1506,45,-128.68526
84.82141695,161.33533,45,-131.55122
84.82532325,161.22806,45,-126.93016
84.82922955,161.1635,45,-129.8492
84.83313585,161.11777,45,-127.86815
84.83704215,161.43524,45,-128.2903
84.84094845,161.295,45,-129.45811
84.84485475,161.24792,45,-129.20525
84.84876105,161.28326,45,-127.58695
84.85266735,161.29063,45,-128.67551
84.85657365,160.98515,45,-129.11533
84.86047995,161.37027,45,-127.72599
84.86438626,161.31026,45,-127.75297
84.86829256,161.17795,45,-128.63959
84.87219886,161.71265,45,-128.59267
84.87610516,161.45229,45,-129.79085
84.88001146,161.3194,45,-127.18214
84.88391776,161.32204,45,-128.36008
84.88782406,161.64955,45,-127.94978
84.89173036,161.54353,45,-127.96822
84.89563666,161.36591,45,-128.36842
84.89954296,161.24152,45,-127.00758
84.90344926,161.26213,45,-127.39952
84.90735556,161.14772,45,-128.76294
84.91126187,161.47597,45,-129.08101
84.91516817,161.56558,45,-128.61101
84.91907447,161.55171,45,-128.87444
84.92298077,161.50465,45,-128.04079
84.92688707,161.36751,45,-127.44361
84.93079337,161.20515,45,-127.85445
84.93469967,160.88783,45,-127.87528
84.93860597,161.13577,45,-128.07314
84.94251227,160.97925,45,-128.90642
84.94641857,161.09441,45,-128.69527
84.95032487,161.43797,45,-128.91031
84.95423117,161.19707,45,-129.30989
84.95813748,161.24387,45,-128.70084
84.96204378,161.09328,45,-128.29341
84.96595008,161.44247,45,-128.16422
84.96985638,161.27681,45,-126.07075
84.97376268,161.17381,45,-131.28316
84.97766898,161.66217,45,-128.37079
84.98157528,161.09799,45,-129.27762
84.98548158,161.39151,45,-130.11099
84.98938788,161.43968,45,-126.28058
84.99329418,161.25264,45,-129.4715
84.99720048,161.16705,45,-127.45263
85.00110679,161.52769,45,-127.57352
85.00501309,161.47414,45,-129.3616
85.00891939,161.08905,45,-129.75761
85.01282569,161.34232,45,-126.66933
85.01673199,161.20113,45,-128.52061
85.02063829,161.29041,45,-130.24124
85.02454459,160.84712,45,-128.19333
85.02845089,161.12656,45,-125.91332
85.03235719,161.15668,45,-126.24071
85.03626349,161.02959,45,-130.02939
85.04016979,161.59204,45,-129.47929
85.04407609,161.33379,45,-127.60992
85.0479824,161.36049,45,-130.44653
85.0518887,161.24055,45,-127.8549
85.055795,161.11304,45,-130.50618
85.0597013,161.2336,45,-128.33971
85.0636076,161.27718,45,-129.81778
85.0675139,161.116,45,-126.12662
85.0714202,161.334,45,-128.38803
85.0753265,161.46474,45,-129.49152
85.0792328,161.4577,45,-130.27403
85.0831391,160.94612,45,-131.14536
85.0870454,161.06244,45,-128.12695
85.09095171,161.18781,45,-128.94991
85.09485801,160.88364,45,-130.63498
85.09876431,161.33598,45,-128.61302
85.10267061,161.50432,45,-130.10666
85.10657691,161.29791,45,-129.60803
85.11048321,161.5132,45,-127.52032
85.11438951,161.30734,45,-127.8147
85.11829581,161.11253,45,-126.88132
85.12220211,161.76152,45,-129.01746
85.12610841,161.41837,45,-130.20889
85.13001471,161.30579,45,-129.65388
85.13392101,161.16676,45,-130.00571
85.13782732,161.42902,45,-127.62696
85.14173362,161.07188,45,-129.34944
85.14563992,161.40034,45,-129.87437
85.14954622,161.36494,45,-129.73752
85.15345252,161.46495,45,-129.51445
85.15735882,161.09038,45,-127.80507
85.16126512,161.67215,45,-127.50491
85.16517142,161.39143,45,-130.76746
85.16907772,161.58208,45,-130.10056
85.17298402,161.18504,45,-130.6394
85.17689032,161.38974,45,-129.35757
85.18079662,161.34412,45,-130.09477
85.18470293,161.43156,45,-130.92284
85.18860923,161.164,45,-130.42828
85.19251553,161.54099,45,-130.71681
85.19642183,161.26474,45,-128.10397
85.20032813,161.43047,45,-132.44884
85.20423443,161.39862,45,-129.73587
85.20814073,161.41278,45,-128.80237
85.21204703,161.72409,45,-131.162
85.21595333,161.34773,45,-130.22191
85.21985963,161.27393,45,-128.24731
85.22376593,161.51648,45,-129.37546
85.22767224,161.21741,45,-131.12741
85.23157854,161.37128,45,-128.12218
85.23548484,161.14539,45,-130.84093
85.23939114,161.46381,45,-129.84425
85.24329744,161.54654,45,-128.98198
85.24720374,161.66676,45,-130.34192
85.25111004,161.09831,45,-128.76614
85.25501634,161.05725,45,-131.4501
85.25892264,161.57869,45,-129.78897
85.26282894,161.69873,45,-129.11435
85.26673524,161.15907,45,-129.30164
85.27064154,161.64659,45,-129.847
85.27454785,161.08116,45,-129.82216
85.27845415,161.41338,45,-129.61107
85.28236045,161.18607,45,-130.45868
85.28626675,161.21118,45,-133.11716
85.29017305,161.66432,45,-130.45224
85.29407935,161.43941,45,-129.84537
85.29798565,161.18977,45,-130.70941
85.30189195,161.39503,45,-129.24908
85.30579825,161.25108,45,-129.25916
85.30970455,161.48378,45,-127.17075
85.31361085,161.28116,45,-132.8696
85.31751716,160.88754,45,-131.59717
85.32142346,161.47009,45,-129.37184
85.32532976,161.10815,45,-130.51271
85.32923606,161.48126,45,-129.1497
85.33314236,161.54105,45,-130.854
85.33704866,161.46313,45,-129.96675
85.34095496,160.96996,45,-130.45802
85.34486126,161.31126,45,-130.39691
85.34876756,161.38309,45,-127.97223
85.35267386,161.19647,45,-132.53294
85.35658016,161.37209,45,-130.13979
85.36048646,161.14026,45,-129.95084
85.36439277,161.26106,45,-132.45343
85.36829907,161.41324,45,-129.77014
85.37220537,161.42265,45,-130.24077
85.37611167,161.54732,45,-126.64397
85.38001797,161.38026,45,-130.84082
85.38392427,161.60231,45,-129.00737
85.38783057,161.26106,45,-129.70528
85.39173687,161.25853,45,-130.60153
85.39564317,161.27686,45,-127.29787
85.39954947,161.2323,45,-130.46489
85.40345577,161.48842,45,-128.95078
85.40736208,161.16862,45,-127.6199
85.41126838,161.45308,45,-129.08455
85.41517468,161.18756,45,-128.70044
85.41908098,161.5343,45,-127.73078
85.42298728,161.10902,45,-128.02498
85.42689358,161.38324,45,-127.89973
85.43079988,161.23083,45,-131.48051
85.43470618,161.6041,45,-128.49115
85.43861248,161.53676,45,-129.16618
85.44251878,161.26819,45,-130.91296
85.44642508,161.32048,45,-126.73724
85.45033138,161.41388,45,-127.96399
85.45423769,161.30547,45,-127.56129
85.45814399,161.2916,45,-128.10587
85.46205029,161.13455,45,-129.28223
85.46595659,161.33397,45,-127.90073
85.46986289,161.11087,45,-127.51485
85.47376919,160.8969,45,-128.06927
85.47767549,161.03647,45,-128.32803
85.48158179,161.16696,45,-127.43379
85.48548809,161.43402,45,-127.6286
85.48939439,161.30995,45,-127.57724
85.49330069,161.20221,45,-127.85542
85.49720699,161.14273,45,-127.62312
85.5011133,161.20068,45,-128.98904
85.5050196,161.29317,45,-126.59524
85.5089259,161.5752,45,-128.65631
85.5128322,161.37875,45,-126.38417
85.5167385,161.42859,45,-128.66095
85.5206448,161.32289,45,-126.54367
85.5245511,161.57567,45,-129.16983
85.5284574,161.36958,45,-129.11758
85.5323637,161.43654,45,-124.95216
85.53627,161.23576,45,-127.08712
85.5401763,161.26888,45,-127.01682
85.54408261,161.29442,45,-129.79222
85.54798891,161.00006,45,-127.75819
85.55189521,161.29044,45,-128.32922
85.55580151,161.52539,45,-128.34628
85.55970781,161.16414,45,-129.55389
85.56361411,161.42787,45,-128.10309
85.56752041,161.11856,45,-126.71484
85.57142671,161.21329,45,-128.51752
85.57533301,160.89436,45,-126.51804
85.57923931,161.21394,45,-127.44724
85.58314561,161.09988,45,-128.15875
85.58705191,161.19719,45,-126.22299
85.59095822,161.23314,45,-128.2305
85.59486452,160.95485,45,-127.63789
85.59877082,160.96931,45,-127.36242
85.60267712,161.22711,45,-127.03671
85.60658342,161.37784,45,-126.61794
85.61048972,161.58397,45,-128.22966
85.61439602,161.14297,45,-128.00986
85.61830232,161.70526,45,-127.25745
85.62220862,161.29131,45,-128.16006
85.62611492,161.13785,45,-129.10695
85.63002122,161.44728,45,-127.87648
85.63392753,161.24771,45,-126.32146
85.63783383,161.02205,45,-126.81592
85.64174013,161.07002,45,-126.34689
85.64564643,161.14523,45,-127.98742
85.64955273,161.16673,45,-126.02238
85.65345903,161.19057,45,-127.09383
85.65736533,160.89423,45,-125.63293
85.66127163,161.26288,45,-126.49899
85.66517793,161.34418,45,-128.26994
85.66908423,160.9583,45,-125.67635
85.67299053,161.38983,45,-127.79932
85.67689683,161.22807,45,-128.19829
85.68080314,160.86176,45,-128.75856
85.68470944,161.00552,45,-125.82569
85.68861574,161.15967,45,-126.98988
85.69252204,160.98682,45,-128.11237
85.69642834,161.63525,45,-126.51627
85.70033464,160.82855,45,-127.13929
85.70424094,161.31686,45,-125.98814
85.70814724,161.31001,45,-128.18964
85.71205354,161.41508,45,-127.74384
85.71595984,161.10635,45,-126.33994
85.71986614,161.15091,45,-128.51752
85.72377244,161.18326,45,-127.6526
85.72767875,161.2205,45,-125.80628
85.73158505,161.29633,45,-126.96528
85.73549135,161.32646,45,-127.505
85.73939765,161.24419,45,-125.38491
85.74330395,160.95769,45,-129.48582
85.74721025,161.495,45,-128.74559
85.75111655,161.40439,45,-127.93953
85.75502285,161.21201,45,-126.84103
85.75892915,161.2767,45,-127.17971
85.76283545,161.44026,45,-126.10379
85.76674175,160.92906,45,-127.85095
85.77064806,161.35342,45,-127.55457
85.77455436,161.51573,45,-128.74118
85.77846066,161.09238,45,-126.74849
85.78236696,161.0854,45,-127.2345
85.78627326,161.26427,45,-126.06544
85.79017956,160.86125,45,-126.95679
85.79408586,161.15758,45,-126.41777
85.79799216,161.08618,45,-126.59167
85.80189846,161.23463,45,-126.03857
85.80580476,161.20915,45,-127.44266
85.80971106,160.9174,45,-125.91174
85.81361736,161.29303,45,-124.37254
85.81752367,161.25484,45,-128.92232
85.82142997,161.30206,45,-128.17645
85.82533627,160.87923,45,-126.68002
85.82924257,160.81149,45,-127.4157
85.83314887,161.04584,45,-125.22984
85.83705517,161.34367,45,-125.94342
85.84096147,161.15558,45,-127.27898
85.84486777,161.43488,45,-127.28156
85.84877407,161.42291,45,-127.20793
85.85268037,160.91942,45,-125.08216
85.85658667,161.23207,45,-125.85744
85.86049298,161.03891,45,-126.70908
85.86439928,161.0041,45,-127.26615
85.86830558,161.26103,45,-128.41985
85.87221188,161.01785,45,-126.84776
85.87611818,160.94498,45,-127.09777
85.88002448,161.22592,45,-128.46791
85.88393078,160.87384,45,-126.12007
85.88783708,161.08372,45,-125.43636
85.89174338,161.00488,45,-127.95218
85.89564968,161.05229,45,-129.0602
85.89955598,160.90791,45,-125.25338
85.90346228,161.19987,45,-127.59115
85.90736859,161.16246,45,-126.04422
85.91127489,160.96602,45,-128.49193
85.91518119,161.25429,45,-126.96579
85.91908749,161.49005,45,-128.8228
85.92299379,161.19408,45,-127.51501
85.92690009,161.06587,45,-129.77475
85.93080639,161.25847,45,-127.86673
85.93471269,161.28403,45,-126.78662
85.93861899,161.1803,45,-128.27275
85.94252529,161.57689,45,-126.83633
85.94643159,161.18999,45,-126.81315
85.9503379,161.39212,45,-126.7607
85.9542442,161.29489,45,-126.22392
85.9581505,160.97202,45,-125.34725
85.9620568,161.24043,45,-126.8004
85.9659631,161.37251,45,-126.93389
85.9698694,161.20522,45,-129.30641
85.9737757,161.16194,45,-126.55181
85.977682,161.3835,45,-125.89808
85.9815883,161.24931,45,-127.0435
85.9854946,161.33247,45,-125.73317
85.9894009,161.26466,45,-127.96594
85.9933072,161.64148,45,-126.3263
85.99721351,161.40868,45,-125.44902
86.00111981,161.29031,45,-129.85391
86.00502611,161.44594,45,-126.84988
86.00893241,161.13651,45,-126.47277
86.01283871,161.2829,45,-124.92438
86.01674501,161.09732,45,-126.83932
86.02065131,161.37691,45,-126.71804
86.02455761,161.0934,45,-125.66196
86.02846391,161.32529,45,-126.27534
86.03237021,161.26714,45,-126.63172
86.03627651,161.23538,45,-125.53076
86.04018281,161.19287,45,-127.09268
86.04408912,161.36269,45,-123.64633
86.04799542,161.00136,45,-128.31917
86.05190172,161.33144,45,-125.63351
86.05580802,161.22719,45,-125.83047
86.05971432,161.35939,45,-126.87273
86.06362062,161.48395,45,-127.1862
86.06752692,161.26161,45,-124.47251
86.07143322,161.43713,45,-125.08657
86.07533952,161.41656,45,-127.32366
86.07924582,161.50717,45,-126.72684
86.08315212,161.46718,45,-126.34175
86.08705843,161.30475,45,-126.14145
86.09096473,161.21558,45,-125.86883
86.09487103,161.57962,45,-127.48351
86.09877733,161.13832,45,-127.20557
86.10268363,161.70065,45,-123.61256
86.10658993,161.36894,45,-124.55455
86.11049623,161.18378,45,-125.28143
86.11440253,161.01451,45,-127.65755
86.11830883,161.20865,45,-125.13979
86.12221513,161.33142,45,-124.93643
86.12612143,161.36682,45,-125.05437
86.13002773,161.59569,45,-124.60501
86.13393404,161.2648,45,-123.77666
86.13784034,161.27794,45,-126.40503
86.14174664,161.36977,45,-125.81171
86.14565294,160.8567,45,-126.46171
86.14955924,161.16023,45,-125.53001
86.15346554,161.25198,45,-127.0185
86.15737184,161.2921,45,-125.6832
86.16127814,161.59729,45,-124.1627
86.16518444,161.45236,45,-126.16215
86.16909074,161.2756,45,-125.22114
86.17299704,161.11389,45,-125.14049
86.17690335,161.24814,45,-124.73521
86.18080965,161.38004,45,-124.00534
86.18471595,160.95955,45,-124.35191
86.18862225,161.06131,45,-126.00446
86.19252855,161.108,45,-125.94603
86.19643485,161.50258,45,-123.53175
86.20034115,161.11023,45,-124.92118
86.20424745,161.0231,45,-124.17963
86.20815375,161.20735,45,-124.31284
86.21206005,161.04607,45,-125.59259
86.21596635,161.43808,45,-125.71456
86.21987265,161.19762,45,-123.74019
86.22377896,161.11282,45,-124.36378
86.22768526,161.05605,45,-124.74749
86.23159156,161.19841,45,-126.52271
86.23549786,161.00116,45,-129.847
86.23940416,161.11861,45,-127.47027
86.24331046,161.53348,45,-125.52997
86.24721676,161.1145,45,-128.26234
86.25112306,161.39182,45,-126.6226
86.25502936,161.6683,45,-126.75481
86.25893566,161.64691,45,-125.18382
86.26284196,161.22751,45,-126.18168
86.26674826,161.39096,45,-126.65049
86.27065457,161.32094,45,-125.29963
86.27456087,160.92343,45,-126.13626
86.27846717,161.17041,45,-126.52779
86.28237347,161.27441,45,-124.61291
86.28627977,161.12398,45,-125.18778
86.29018607,161.33183,45,-125.1081
86.29409237,161.31017,45,-127.58273
86.29799867,161.12823,45,-126.42903
86.30190497,161.3495,45,-128.38693
86.30581127,161.52252,45,-127.58443
86.30971757,161.28218,45,-125.17004
86.31362388,161.33119,45,-124.30572
86.31753018,161.18185,45,-126.45721
86.32143648,161.25133,45,-125.00163
86.32534278,161.41756,45,-127.6971
86.32924908,161.18625,45,-123.74027
86.33315538,161.15579,45,-124.63078
86.33706168,161.41835,45,-125.73351
86.34096798,161.49324,45,-125.23977
86.34487428,161.27232,45,-126.27714
86.34878058,161.15575,45,-121.63668
86.35268688,161.49135,45,-125.95615
86.35659318,161.14667,45,-125.27116
86.36049949,161.27815,45,-125.05948
86.36440579,161.50362,45,-125.50636
86.36831209,161.2686,45,-126.89702
86.37221839,161.45111,45,-126.05296
86.37612469,161.16673,45,-125.90044
86.38003099,161.19305,45,-124.9677
86.38393729,161.40712,45,-123.44885
86.38784359,161.50764,45,-125.83421
86.39174989,161.19707,45,-125.34889
86.39565619,161.51726,45,-124.49208
86.39956249,160.79872,45,-125.91216
86.4034688,161.43489,45,-122.64368
86.4073751,160.95737,45,-125.57114
86.4112814,161.18095,45,-125.13618
86.4151877,161.29228,45,-123.59807
86.419094,161.07495,45,-124.6954
86.4230003,161.2878,45,-125.08679
86.4269066,161.45932,45,-126.27057
